date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,confidence,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2016-07-01,0.04714032413668626,2.6946422488568835,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2016-08-01,0.049949841020637695,2.701372176348667,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2016-09-01,0.03665458750984284,2.6969657202504185,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,11,seasonal,event_characterisation
2016-10-01,0.03609485899446665,2.7871038310158496,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,11,seasonal,event_characterisation
2016-11-01,0.032292396986930344,2.7171592025209814,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,11,seasonal,event_characterisation
2016-12-01,0.056798792331308766,10.349710933150138,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2017-01-01,1.3173676205699394,8.220131007528602,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,11,False,,seasonal,event_characterisation
2017-02-01,2.3801283173355596,14.481978907985464,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,11,False,,seasonal,event_characterisation
2017-03-01,0.5783543924925677,4.2506540220492255,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,11,False,,seasonal,event_characterisation
2017-04-01,0.25868100940123373,2.8399924035804696,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,11,False,,seasonal,event_characterisation
2017-05-01,0.17635453885204244,2.685407560006146,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,11,False,,seasonal,event_characterisation
2017-06-01,0.14121706945093823,3.1357688320593766,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,11,False,,seasonal,event_characterisation
2017-07-01,0.10972302200598419,2.712767545603583,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,11,False,,seasonal,event_characterisation
2017-08-01,0.08971486398162831,2.6871760621177856,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2017-09-01,0.07187144045513509,2.6860624237587825,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2017-10-01,0.05392097450252265,2.683146985131226,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2017-11-01,0.045358440117118454,2.762840574011388,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2017-12-01,0.08773358488447143,3.2728425448922978,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2018-01-01,0.2843252634603581,15.81664303299148,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,12,False,,seasonal,event_characterisation
2018-02-01,0.6975809308349527,7.0443471883387785,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,12,False,,seasonal,event_characterisation
2018-03-01,0.214198635486626,2.702711502215641,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,12,False,,seasonal,event_characterisation
2018-04-01,0.1524060088165975,2.6972802028434923,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,12,False,,seasonal,event_characterisation
2018-05-01,0.10144272620862944,2.6933325213516106,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,12,False,,seasonal,event_characterisation
2018-06-01,0.09373847873113648,2.688359996585829,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,12,False,,seasonal,event_characterisation
2018-07-01,0.0774761289841818,2.6868948776816253,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2018-08-01,0.06105736529560946,2.6837944492934374,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2018-09-01,0.052409502646936515,2.686203015976863,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2018-10-01,0.04168870833838818,2.714291861231189,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,12,seasonal,event_characterisation
2018-11-01,0.03579102153832429,2.788820535994512,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,12,seasonal,event_characterisation
2018-12-01,0.03914943219634703,2.698227350417927,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,12,seasonal,event_characterisation
2019-01-01,0.07061575694547786,3.161393613702088,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2019-02-01,0.08535498348895688,3.6982412986458786,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2019-03-01,0.06932807495055592,2.937049131393528,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2019-04-01,0.05976401612055397,2.8621393777233037,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2019-05-01,0.04385174172472314,2.6870169709236422,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,13,seasonal,event_characterisation
2019-06-01,0.04788323215544259,2.7208072006006394,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,13,seasonal,event_characterisation
2019-07-01,0.04476275568361695,2.7086496735319203,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,13,seasonal,event_characterisation
2019-08-01,0.0373685823976291,2.7244662980659355,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,13,seasonal,event_characterisation
2019-09-01,0.03933925121147358,2.735103209302262,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,13,seasonal,event_characterisation
2019-10-01,0.0374499482392289,2.6888298705778335,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,13,seasonal,event_characterisation
2019-11-01,0.03248955914082625,2.6925851627186583,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,13,seasonal,event_characterisation
2019-12-01,0.031812633474226214,3.0643183869129658,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,13,seasonal,event_characterisation
2020-01-01,0.15890171329775848,6.279074146966892,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,13,False,,seasonal,event_characterisation
