date,extent_pct,invalid_pct,usable_month,reference_median_pct,anomaly_pct,condition_percentile,quality_state,hy_year,confidence,phase,is_hy_peak,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2011-04-01,0.25309715756480167,0.014882245383146689,True,0.17403698624851938,0.07906017131628229,60.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2011-05-01,0.21839345955473843,0.23488438788687016,True,0.15563331902255123,0.0627601405321872,60.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2011-06-01,0.23266057449547994,0.01670956681873701,True,0.17944724673640208,0.05321332775907786,60.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2011-07-01,0.21856303561109988,0.2168993752338956,True,0.1855930630121393,0.03296997259896059,65.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2011-08-01,0.21409812308191367,0.040587384503934044,True,0.1560539218950326,0.058044201186881084,65.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2011-09-01,0.18822942351565092,0.021167495287442262,True,0.1527605286914947,0.035468894824156216,60.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2011-10-01,0.1987921309453398,2.400027274918609,True,0.13621118739818822,0.06258094354715157,75.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2011-11-01,0.17027890772877538,17.721565636742113,True,0.11766673003751643,0.05261217769125895,75.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2011-12-01,0.401141651117716,42.35708399479201,True,0.12511374750967297,0.276027903608043,95.0,low,,,unspecified,False,False,True,5,False,,aseasonal,event_characterisation
2012-01-01,0.13443818763663318,35.537017577176584,True,0.11664399483943122,0.017794192797201958,60.0,low,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2012-02-01,1.0427994892702146,12.416784057761017,True,0.14649947936756108,0.8963000099026535,100.0,usable,,,unspecified,False,False,True,6,False,,aseasonal,event_characterisation
2012-03-01,0.3022788813140753,14.077714999543476,True,0.15637098604333505,0.14590789527074027,75.0,usable,,,unspecified,False,False,True,6,False,,aseasonal,event_characterisation
2012-04-01,0.23826025588581937,3.10261397104971,True,0.17403698624851938,0.06422326963729999,55.0,usable,,,unspecified,False,False,True,6,False,,aseasonal,event_characterisation
2012-05-01,0.24731320031383777,10.39597503633641,True,0.15563331902255123,0.09167988129128654,70.0,usable,,,unspecified,False,False,True,6,False,,aseasonal,event_characterisation
2012-06-01,0.26394049187440155,7.4517125711681915,True,0.17944724673640208,0.08449324513799947,70.0,usable,,,unspecified,False,False,True,6,False,,aseasonal,event_characterisation
2012-07-01,0.2521616365806708,4.07216129140853,True,0.1855930630121393,0.06656857356853152,75.0,usable,,,unspecified,False,False,True,6,False,,aseasonal,event_characterisation
2012-08-01,0.24425539605494165,4.998907592906877,True,0.1560539218950326,0.08820147415990906,75.0,usable,,,unspecified,False,False,True,6,False,,aseasonal,event_characterisation
2012-09-01,0.19543172785740956,4.712901128481362,True,0.1527605286914947,0.04267119916591486,70.0,usable,,,unspecified,False,False,True,6,False,,aseasonal,event_characterisation
2012-10-01,0.1411894864000524,2.8282643457149894,True,0.13621118739818822,0.004978299001864195,55.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2012-11-01,0.08097614483123616,17.633480158815082,True,0.13080379607432513,-0.049827651243088966,20.0,usable,,,unspecified,False,False,False,,True,5,aseasonal,event_characterisation
2012-12-01,0.1050337486338586,11.424695685062499,True,0.1302814891587041,-0.025247740524845505,40.0,usable,,,unspecified,False,False,False,,True,5,aseasonal,event_characterisation
2013-01-01,0.11804860032186572,13.43483511152762,True,0.1239878609264452,-0.0059392606045794855,50.0,usable,,,unspecified,False,False,False,,True,5,aseasonal,event_characterisation
2013-02-01,0.38547585543784535,9.874556836227175,True,0.14649947936756108,0.23897637607028427,85.0,usable,,,unspecified,False,False,True,7,False,,aseasonal,event_characterisation
2013-03-01,0.3464562608497081,11.494066448152545,True,0.15637098604333505,0.19008527480637305,85.0,usable,,,unspecified,False,False,True,7,False,,aseasonal,event_characterisation
2013-04-01,0.2613978166029661,0.6141762247943849,True,0.17403698624851938,0.08736083035444675,75.0,usable,,,unspecified,False,False,True,7,False,,aseasonal,event_characterisation
2013-05-01,0.24947947171361898,0.015164315134949221,True,0.15563331902255123,0.09384615269106775,75.0,usable,,,unspecified,False,False,True,7,False,,aseasonal,event_characterisation
2013-06-01,0.24123967145872177,4.975471275702763,True,0.17944724673640208,0.06179242472231969,65.0,usable,,,unspecified,False,False,True,7,False,,aseasonal,event_characterisation
2013-07-01,0.20881227804418387,0.026882473737006626,True,0.1855930630121393,0.023219215032044577,60.0,usable,,,unspecified,False,False,True,7,False,,aseasonal,event_characterisation
2013-08-01,0.1945222585948904,0.014925169041029682,True,0.1560539218950326,0.0384683366998578,60.0,usable,,,unspecified,False,False,True,7,False,,aseasonal,event_characterisation
2013-09-01,0.17123207514304037,0.4460810485734537,True,0.1527605286914947,0.018471546451545667,55.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2013-10-01,0.14985645764995728,0.1171325304115649,True,0.13621118739818822,0.013645270251769065,65.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2013-11-01,0.11285394886092702,0.01764775534103674,True,0.13080379607432513,-0.01794984721339811,40.0,usable,,,unspecified,False,False,False,,True,6,aseasonal,event_characterisation
2013-12-01,0.0970357783708219,0.016537872187205035,True,0.1302814891587041,-0.0332457107878822,30.0,usable,,,unspecified,False,False,False,,True,6,aseasonal,event_characterisation
2014-01-01,0.06676414666859248,4.095481101541248,True,0.1253924664088797,-0.058628319740287205,20.0,usable,,,unspecified,False,False,False,,True,6,aseasonal,event_characterisation
2014-02-01,0.03920586752240505,3.1390561565923716,True,0.16263768478669205,-0.12343181726428701,0.0,usable,,,unspecified,False,False,False,,True,6,aseasonal,event_characterisation
2014-03-01,0.035446236544551875,0.563618287759344,True,0.16105933885204327,-0.1256131023074914,0.0,usable,,,unspecified,False,False,False,,True,6,aseasonal,event_characterisation
2014-04-01,0.17490965198928146,0.01509686367256166,True,0.20571228819678833,-0.030802636207506867,50.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2014-05-01,0.1457423135418861,7.635113097399973,True,0.18936043038162376,-0.04361811683973765,45.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2014-06-01,0.12930859384655805,0.5248336968864957,True,0.20737688332947785,-0.0780682894829198,25.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2014-07-01,0.12209129315574867,0.01846330484081363,True,0.19931252337853236,-0.0772212302227837,20.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2014-08-01,0.11174110114292993,0.015170447086075362,True,0.16418315237936565,-0.05244205123643572,20.0,usable,,,unspecified,False,False,False,,True,7,aseasonal,event_characterisation
2014-09-01,0.09773347389879655,0.015041676112426381,True,0.16359240173932482,-0.06585892784052827,15.0,usable,,,unspecified,False,False,False,,True,7,aseasonal,event_characterisation
2014-10-01,0.08032833917325716,0.014992620503417244,True,0.1394760413710151,-0.059147702197757945,15.0,usable,,,unspecified,False,False,False,,True,7,aseasonal,event_characterisation
2014-11-01,0.0692822768968765,0.1909060344101796,True,0.13080379607432513,-0.061521519177448636,15.0,usable,,,unspecified,False,False,False,,True,7,aseasonal,event_characterisation
2014-12-01,0.05451820928494851,3.3612351417458757,True,0.1302814891587041,-0.0757632798737556,10.0,usable,,,unspecified,False,False,False,,True,7,aseasonal,event_characterisation
2015-01-01,0.059589759332181955,0.16373535897024427,True,0.1253924664088797,-0.06580270707669773,10.0,usable,,,unspecified,False,False,False,,True,7,aseasonal,event_characterisation
2015-02-01,0.06686401006485262,2.4137321856855367,True,0.16263768478669205,-0.09577367472183942,15.0,usable,,,unspecified,False,False,False,,True,7,aseasonal,event_characterisation
2015-03-01,0.05688259783063785,0.14474470633258243,True,0.16105933885204327,-0.10417674102140542,15.0,usable,,,unspecified,False,False,False,,True,7,aseasonal,event_characterisation
2015-04-01,0.13812460492787523,0.015060071965804807,True,0.20658495393755041,-0.06846034900967518,35.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
