date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,confidence,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route,rainfall_mm,rain_anomaly_mm
2014-07-01,0.06862636698109431,2.785110511215626,20.0,0.073039,True,usable,2014,high,receding,ok,False,True,False,False,,False,,seasonal,per_year_detection,12.18911392405045,12.134852320674947
2014-08-01,0.055739920578537674,2.780089137617675,20.0,0.073039,True,usable,2014,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,0.001322081575245,-0.0092545710267189
2014-09-01,0.041920095939209055,2.783898200229021,20.0,0.073039,True,usable,2014,high,receding,ok,False,False,False,False,,True,9,seasonal,per_year_detection,0.009338959212369,-0.3054008438818232
2014-10-01,0.04203705715088324,2.783606690335296,20.0,0.073039,True,usable,2014,high,receding,ok,False,False,False,False,,True,9,seasonal,per_year_detection,0.7992967651194369,-11.286554149085728
2014-11-01,0.028910333206577616,3.67462657721428,20.0,0.073039,True,usable,2014,high,receding,ok,False,False,True,False,,True,9,seasonal,per_year_detection,47.85561181434581,9.005344585091414
2014-12-01,0.09376873666962417,6.388075627698075,20.0,0.073039,True,usable,2015,medium,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection,120.68984528832613,7.17856540084388
2015-01-01,0.3184574854410838,30.107327835043378,20.0,0.073039,True,low,2015,medium,rising,provisional,True,False,False,True,10,False,,seasonal,per_year_detection,279.96666666666647,93.64264416315046
2015-02-01,0.21482883682530637,3.0666507665757012,20.0,0.073039,True,usable,2015,medium,receding,provisional,False,False,False,True,10,False,,seasonal,per_year_detection,40.54703234880432,-78.14990154711671
2015-03-01,0.16426650784362865,3.26598985904636,20.0,0.073039,True,usable,2015,medium,receding,provisional,False,False,False,True,10,False,,seasonal,per_year_detection,71.31594936708842,-16.279971870604783
2015-04-01,0.09970516256296044,3.2183987866821475,20.0,0.073039,True,usable,2015,medium,receding,provisional,False,False,False,True,10,False,,seasonal,per_year_detection,12.928185654008251,4.709367088607589
2015-05-01,0.07953502407860126,2.850717820440307,20.0,0.073039,True,usable,2015,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection,0.0820534458508944,-0.6787623066103773
2015-06-01,0.06995579420974814,2.7897987306493186,20.0,0.073039,True,usable,2015,medium,receding,provisional,False,True,False,False,,False,,seasonal,per_year_detection,1.0200843881855617,0.5879324894514484
2015-07-01,0.04502370069765318,2.7825257901579263,20.0,0.073039,True,usable,2015,medium,receding,provisional,False,False,False,False,,True,10,seasonal,per_year_detection,0.2059915611813924,0.1517299578058902
2015-08-01,0.046178596884770454,2.780990504717639,20.0,0.073039,True,usable,2015,medium,receding,provisional,False,False,False,False,,True,10,seasonal,per_year_detection,0.287060478199676,0.2764838255977121
2015-09-01,0.037511695036754195,2.783851928817319,20.0,0.073039,True,usable,2015,medium,receding,provisional,False,False,False,False,,True,10,seasonal,per_year_detection,0.0236568213783216,-0.2910829817158706
2015-10-01,0.034036782056618774,2.782783984635226,20.0,0.073039,True,usable,2015,medium,receding,provisional,False,False,True,False,,True,10,seasonal,per_year_detection,14.51713080168759,2.431279887482427
2015-11-01,0.03406631218737123,2.796425722233345,20.0,0.073039,True,usable,2016,high,rising,ok,False,False,False,False,,True,10,seasonal,per_year_detection,38.85026722925439,0.0
2015-12-01,0.04465809235557482,4.506481060805799,20.0,0.073039,True,usable,2016,high,rising,ok,False,False,False,False,,True,10,seasonal,per_year_detection,97.89991561181417,-15.61136427566808
2016-01-01,0.07947584193249073,3.075300744279359,20.0,0.073039,True,usable,2016,high,rising,ok,False,False,False,False,,False,,seasonal,per_year_detection,154.5237130801686,-31.800309423347414
2016-02-01,0.13229574664402893,4.870893414524978,20.0,0.073039,True,usable,2016,high,rising,ok,True,False,False,False,,False,,seasonal,per_year_detection,74.15251758087183,-44.544416315049205
2016-03-01,0.12465678467690589,2.8579666997976143,20.0,0.073039,True,usable,2016,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,86.13254571026705,-1.4633755274261517
2016-04-01,0.06743374828197925,2.7894628002003587,20.0,0.073039,True,usable,2016,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,2.400843881856395,-5.817974683544267
2016-05-01,0.08846052505358737,2.7950431324516756,20.0,0.073039,True,usable,2016,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,79.60846694796044,78.84765119549917
2016-06-01,0.06460657546141987,2.802682542523751,20.0,0.073039,True,usable,2016,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,0.5973558368494435,0.16520393811533018
2016-07-01,0.04929307733604145,2.7863505850492514,20.0,0.073039,True,usable,2016,high,receding,ok,False,True,False,False,,True,11,seasonal,per_year_detection,11.773248945147548,11.718987341772046
2016-08-01,0.04952314399492635,2.7857499821253535,20.0,0.073039,True,usable,2016,high,receding,ok,False,False,False,False,,True,11,seasonal,per_year_detection,23.14739803094215,23.136821378340187
2016-09-01,0.03626975325801659,2.7821713511442856,20.0,0.073039,True,usable,2016,high,receding,ok,False,False,False,False,,True,11,seasonal,per_year_detection,0.9884388185653292,0.6736990154711371
2016-10-01,0.034542272492565806,2.9757422494321157,20.0,0.073039,True,usable,2016,high,receding,ok,False,False,False,False,,True,11,seasonal,per_year_detection,15.3879324894513,3.3020815752461363
2016-11-01,0.03079362470865367,2.7918864967453336,20.0,0.073039,True,usable,2016,high,receding,ok,False,False,True,False,,True,11,seasonal,per_year_detection,33.533080168776195,-5.317187060478197
2016-12-01,0.06242535728224299,11.730143424163312,20.0,0.073039,True,usable,2017,high,rising,ok,False,False,False,False,,False,,seasonal,per_year_detection,315.3785654008437,201.86728551336142
2017-01-01,1.359566708886303,9.23842512770123,20.0,0.073039,True,usable,2017,high,rising,ok,False,False,False,True,11,False,,seasonal,per_year_detection,291.9113924050631,105.5873699015471
2017-02-01,2.371210516188255,15.264252978319567,20.0,0.073039,True,usable,2017,high,rising,ok,True,False,False,True,11,False,,seasonal,per_year_detection,252.24452883262992,133.5475949367089
